DUNS,SIC1,LOB,SIC1_DESC,SIC2,SIC2_DESC,SIC3,SIC3_DESC,SIC4,SIC4_DESC,SIC5,SIC5_DESC,SIC6,SIC6_DESC,ACD_IND,CHANGE_IND,POI_NAME,FRAN_CD,FRAN_DESC,STREET_ADDRESS,HOUSE_NUMBER,STREET_PREFIX,STREETNAME,STREETTYPE,STREETSUFFIX,STREETLANG,COUNTRY_NAME,CITY,STATE,POSTALCODE,ADMINAREA,FOODTYPE,CHAINID,PHONE,LATITUDE,LONGITUDE,GEO_ACCURACY,NAIC1,NAIC1_DESC,NAIC2,NAIC2_DESC,NAIC3,NAIC3_DESC,NAIC4,NAIC4_DESC,NAIC5,NAIC5_DESC,NAIC6,NAIC6_DESC,STATUS,SUBSID,HIER,DIAS,TSTYLE1,FRAN_CD1,FRAN_DESC1,TSTYLE2,FRAN_CD2,FRAN_DESC2,TSTYLE3,FRAN_CD3,FRAN_DESC3,TSTYLE4,FRAN_CD4,FRAN_DESC4,TSTYLE5,FRAN_CD5,FRAN_DESC5,GLOBAL_ULT,ULT_NAME,GLOBAL_PAR,PAR_NAME,SALES,EMPS_HERE,SQT_FOOTAGE,RPT_DATE,REC_CLASS,COTTAGE,DOM_ULT,TRDSTYL120,MARKET_IND,ADDR_2, 
328001482,99990000,NONCLASSIFIABLE ESTABLISHMENTS,NONCLASSIFIABLE ESTABLISHMENTS,,,,,,,,,,,A,9,GUISEPPE CASA,,,KAMP 4,,,,,,,GERMANY,ITZEHOE,,25524,SCHLESWIG-HOLSTEIN,,,,+00.000000,-000.000000,N,999990,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,328001482,GUISEPPE CASA,328001482,GUISEPPE CASA,000000000000000,000000000,00000000,030511,,,000000000,,,, 
551485647,56610000,SHOE STORES,SHOE STORES,,,,,,,,,,,A,9,SCHUH-CENTRUM LEINETAL KLOTH GMBH & CO. KG,,,NEUE WIESE 2,,,,,,,GERMANY,ALFELD (LEINE),,31061,NIEDERSACHSEN,,,51815553,+51.987145,+009.806859,S,448210,SHOE STORES,,,,,,,,,,,0,0,00,,SCHUH-CENTRUM LEINETAL KLOTH G,,,GODEHARD KLOTH SCHUH-CENTRUM,,,SCHUH-CENTRUM LEINETAL,,,,,,,,,551485647,SCHUH-CENTRUM LEINETAL KLOTH GMBH & CO. KG,551485647,SCHUH-CENTRUM LEINETAL KLOTH GMBH & CO. KG,000000000183736,000000002,00000000,101027,,,000000000,SCHUH-CENTRUM LEINETAL KLOTH GMBH & CO. KG,M,, 
389773227,80210000,OFFICES AND CLINICS OF DENTISTS,OFFICES AND CLINICS OF DENTISTS,,,,,,,,,,,A,9,WOLFGANG BEYER,,,WALSRODER STR. 10,,,,,,,GERMANY,LANGENHAGEN,,30851,NIEDERSACHSEN,,,511742666,+52.431632,+009.731388,D,621210,OFFICES OF DENTISTS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,389773227,WOLFGANG BEYER,389773227,WOLFGANG BEYER,000000000443719,000000004,00000000,080703,,,000000000,,,, 
341427930,58120000,EATING PLACES,EATING PLACES,,,,,,,,,,,A,9,ATHANASIOS BLIONAS,,,ELMSHORNER STR. 7,,,,,,,GERMANY,PINNEBERG,,25421,SCHLESWIG-HOLSTEIN,,,4101585280,+53.662683,+009.792655,D,722110,FULL-SERVICE RESTAURANTS,,,,,,,,,,,0,0,00,,RESTAURANT KORFU,,,,,,,,,,,,,,,341427930,ATHANASIOS BLIONAS,341427930,ATHANASIOS BLIONAS,000000000070733,000000002,00000000,090819,,,000000000,RESTAURANT KORFU,M,, 
326725892,51980000,"PAINTS, VARNISHES, AND SUPPLIES, NSK","PAINTS, VARNISHES, AND SUPPLIES",57139905,VINYL FLOOR COVERING,52310301,WALLPAPER,,,,,,,A,9,GERALD SIEMERS,,,QUERSTR. 14-18,,,,,,,GERMANY,DELLIGSEN,,31073,NIEDERSACHSEN,,,5187957200,+51.939713,+009.804405,D,424950,"PAINT, VARNISH AND SUPPLIES ME",442210,FLOOR COVERING STORES,444120,PAINT AND WALLPAPER STORES,,,,,,,0,0,00,,MALERBETRIEB SIEMERS,,,,,,,,,,,,,,,326725892,GERALD SIEMERS,326725892,GERALD SIEMERS,000000001326240,000000025,00000000,091112,,,000000000,MALERBETRIEB SIEMERS,M,, 
324414556,76990000,"REPAIR SERVICES, NEC, NSK","REPAIR SERVICES, NEC",,,,,,,,,,,A,9,NORBERT BOLZ,,,AMMERSEESTR. 14,,,,,,,GERMANY,NEURIED,,82061,BAYERN,,,897555617,+48.092760,+011.471965,D,811412,APPLIANCE REPAIR AND MAINTENAN,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,324414556,NORBERT BOLZ,324414556,NORBERT BOLZ,000000000101325,000000001,00000000,100610,,,000000000,,M,, 
341050723,73890000,"BUSINESS SERVICES, NEC, NSK","BUSINESS SERVICES, NEC",,,,,,,,,,,A,9,PAPARAZZI GASTRO- & EVENT GMBH,,,HAUPTSTR. 18,,,,,,,GERMANY,HILBERSDORF,,09627,SACHSEN,,,373126590,+50.910788,+013.392710,D,561499,ALL OTHER BUSINESS SUPPORT SER,,,,,,,,,,,0,0,00,,PAPARAZZI FREIBERG,,,,,,,,,,,,,,,341050723,PAPARAZZI GASTRO- & EVENT GMBH,341050723,PAPARAZZI GASTRO- & EVENT GMBH,000000000743050,000000006,00000000,100630,,,000000000,PAPARAZZI FREIBERG,M,, 
333246051,72990000,"MISCELLANEOUS PERSONAL SERVICES, NEC, NSK",MISCELLANEOUS PERSONAL SERVICE,,,,,,,,,,,A,9,KORSALKE.COM E.K.,,,LERCHENBERGER STR. 18,,,,,,,GERMANY,HAAG,,83527,BAYERN,,,,+00.000000,-000.000000,N,812990,ALL OTHER PERSONAL SERVICES,,,,,,,,,,,0,0,00,,KORSALKE.COM E. K.,,,,,,,,,,,,,,,333246051,KORSALKE.COM E.K.,333246051,KORSALKE.COM E.K.,000000000074396,000000001,00000000,050420,,,000000000,KORSALKE.COM E. K.,,, 
321511529,65310000,REAL ESTATE AGENTS AND MANAGERS,REAL ESTATE AGENTS AND MANAGERS,,,,,,,,,,,A,9,W. & G. STOLDT KG,,,RAHLSTEDTER STR. 73-75,,,,,,,GERMANY,HAMBURG,,22149,HAMBURG,,,40673660,+53.595908,+010.151585,D,531210,OFFICES OF REAL ESTATE AGENTS,,,,,,,,,,,0,0,00,,W. UND G. STOLDT KG,,,IMMOBILIENVERWALTUNG UND -VERM,,,,,,,,,,,,321511529,W. & G. STOLDT KG,321511529,W. & G. STOLDT KG,000000001834632,000000005,00000000,090427,,,000000000,W. UND G. STOLDT KG,M,, 
389020780,75380000,"GENERAL AUTOMOTIVE REPAIR SHOPS, NSK",GENERAL AUTOMOTIVE REPAIR SHOPS,,,,,,,,,,,A,9,KONRAD SCHMUCKER,,,G†TTERN 3A,,,,,,,GERMANY,FUCHSM†HL,,95689,BAYERN,,,96341697,+49.902015,+012.143325,S,811111,GENERAL AUTOMOTIVE REPAIR,,,,,,,,,,,0,0,00,,REPARATURWERKSTATT SCHMUCKER,,,,,,,,,,,,,,,389020780,KONRAD SCHMUCKER,389020780,KONRAD SCHMUCKER,000000000118237,000000002,00000000,100525,,,000000000,REPARATURWERKSTATT SCHMUCKER,M,, 
340810859,81110000,"LEGAL SERVICES, NSK",LEGAL SERVICES,,,,,,,,,,,A,9,"KLAUS SCHAMBER, TANJA HOMMA",,,FRIEDRICH-WILHELM-STR. 36,,,,,,,GERMANY,W€CHTERSBACH,,63607,HESSEN,,,60539002,+00.000000,-000.000000,S,541110,OFFICES OF LAWYERS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,340810859,"KLAUS SCHAMBER, TANJA HOMMA",340810859,"KLAUS SCHAMBER, TANJA HOMMA",000000000213642,000000002,00000000,080617,,,000000000,,,, 
312640534,01910000,"GENERAL FARMS, PRIMARILY CROP","GENERAL FARMS, PRIMARILY CROP",,,,,,,,,,,A,9,KLAUS POPPE,,,DORFSTR. 3,,,,,,,GERMANY,RETHEM (ALLER),,27336,NIEDERSACHSEN,,,51653958,+00.000000,-000.000000,N,111998,ALL OTHER MISCELLANEOUS CROP F,,,,,,,,,,,0,0,00,,LANDWIRT KLAUS POPPE,,,,,,,,,,,,,,,312640534,KLAUS POPPE,312640534,KLAUS POPPE,000000000072690,000000001,00000000,101018,,,000000000,LANDWIRT KLAUS POPPE,M,, 
341521175,67190000,"HOLDING COMPANIES, NEC, NSK","HOLDING COMPANIES, NEC",65310102,"BUYING AGENT, REAL ESTATE",,,,,,,,,A,9,1A OUTLET GMBH,,,ERBSENBODENSTR. 11,,,,,,,GERMANY,LAUF A.D.PEGNITZ,,91207,BAYERN,,,91238098827,+49.521087,+011.270909,D,551112,OFFICES OF OTHER HOLDING COMPA,531210,OFFICES OF REAL ESTATE AGENTS,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,341521175,1A OUTLET GMBH,341521175,1A OUTLET GMBH,000000000228319,000000001,00000000,100917,,,000000000,,M,, 
326495439,73890000,"BUSINESS SERVICES, NEC, NSK","BUSINESS SERVICES, NEC",50470104,"INSTRUMENTS, SURGICAL AND MEDICAL",,,,,,,,,A,9,ROLF-DIETER KOLLMEIER,,,DORFSTR. 62,,,,,,,GERMANY,HEMMINGEN,,30966,NIEDERSACHSEN,,,511411003,+52.319433,+009.748851,D,561499,ALL OTHER BUSINESS SUPPORT SER,423450,"MEDICAL, DENTAL AND HOSPITAL E",,,,,,,,,0,0,00,,ARZT- UND KLINIKBEDARF KOLLMEI,,,,,,,,,,,,,,,326495439,ROLF-DIETER KOLLMEIER,326495439,ROLF-DIETER KOLLMEIER,000000000503950,000000004,00000000,100604,,,000000000,ARZT- UND KLINIKBEDARF KOLLMEIER,M,, 
389855966,80210000,OFFICES AND CLINICS OF DENTISTS,OFFICES AND CLINICS OF DENTISTS,,,,,,,,,,,A,9,DR.MED.DENT. WERNER WITTMANN,,,SACHSENSTR. 29,,,,,,,GERMANY,PFORZHEIM,,75177,BADEN-W†RTTEMBERG,,,,+00.000000,-000.000000,N,621210,OFFICES OF DENTISTS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,389855966,DR.MED.DENT. WERNER WITTMANN,389855966,DR.MED.DENT. WERNER WITTMANN,000000000115237,000000002,00000000,030620,,,000000000,,,, 
340876815,17610000,"ROOFING, SIDING, AND SHEETMETAL WORK, NSK","ROOFING, SIDING, AND SHEETMETAL WORK",,,,,,,,,,,A,9,MICHAEL SCHŠFER,,,HACKESTR. 47,,,,,,,GERMANY,WUPPERTAL,,42349,NORDRHEIN-WESTFALEN,,,2022543681,+51.190829,+007.130952,D,238160,ROOFING CONTRACTORS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,340876815,MICHAEL SCHŠFER,340876815,MICHAEL SCHŠFER,000000000221411,000000002,00000000,080630,,,000000000,,,, 
389795188,80210000,OFFICES AND CLINICS OF DENTISTS,OFFICES AND CLINICS OF DENTISTS,,,,,,,,,,,A,9,DR.MED.DENT. AXEL WARNECKE,,,BREMERHAVENER STR. 17,,,,,,,GERMANY,BREMEN,,28217,BREMEN,,,421393020,+53.095891,+008.785526,D,621210,OFFICES OF DENTISTS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,389795188,DR.MED.DENT. AXEL WARNECKE,389795188,DR.MED.DENT. AXEL WARNECKE,000000000115237,000000002,00000000,091107,,,000000000,,M,, 
342170131,65310000,REAL ESTATE AGENTS AND MANAGERS,REAL ESTATE AGENTS AND MANAGERS,,,,,,,,,,,A,9,SCHEINERT GMBH & CO.,,,FRIEDRICH-L†RSSEN-STR. 32,,,,,,,GERMANY,BREMEN,,28757,BREMEN,,,421660080,+53.176038,+008.623776,D,531210,OFFICES OF REAL ESTATE AGENTS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,342170131,SCHEINERT GMBH & CO.,342170131,SCHEINERT GMBH & CO.,000000000398545,000000002,00000000,100319,,,000000000,,M,, 
318937653,34960000,MISCELLANEOUS FABRICATED WIRE PRODUCTS,MISCELLANEOUS FABRICATED WIRE PRODUCTS,,,,,,,,,,,A,9,C. W. HANEBECK SšHNE GMBH,,,L†NKERHOHL 37,,,,,,,GERMANY,ISERLOHN,,58644,NORDRHEIN-WESTFALEN,,,2371829760,+51.369413,+007.703953,D,332618,OTHER FABRICATED WIRE PRODUCT,,,,,,,,,,,0,0,00,,HANEBECK SOEHNE GMBH,,,,,,,,,,,,,,,318937653,C. W. HANEBECK SšHNE GMBH,318937653,C. W. HANEBECK SšHNE GMBH,000000007599375,000000050,00000000,100519,,,000000000,HANEBECK SOEHNE GMBH,M,, 
341127972,99990000,NONCLASSIFIABLE ESTABLISHMENTS,NONCLASSIFIABLE ESTABLISHMENTS,,,,,,,,,,,A,9,PHOKON - PHOTOVOLTAIKANLAGEN MIT KONZEPT GMBH,,,F†RSTENWEG 15,,,,,,,GERMANY,WEISMAIN,,96260,BAYERN,,,9575981384,+00.000000,-000.000000,N,999990,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,1,0,01,009965588,,,,,,,,,,,,,,,,341127972,PHOKON - PHOTOVOLTAIKANLAGEN MIT KONZEPT GMBH,341127972,PHOKON - PHOTOVOLTAIKANLAGEN MIT KONZEPT GMBH,000000000000000,000000000,00000000,100514,,,341127972,,,, 
330519026,99990000,NONCLASSIFIABLE ESTABLISHMENTS,NONCLASSIFIABLE ESTABLISHMENTS,,,,,,,,,,,A,9,SCHROETER & SOHN,,,SIEDLUNG 9-10,,,,,,,GERMANY,CRINITZ,,03246,BRANDENBURG,,,35324556,+00.000000,-000.000000,N,999990,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,330519026,SCHROETER & SOHN,330519026,SCHROETER & SOHN,000000000000000,000000001,00000000,030624,,,000000000,,,, 
326815040,57190000,"MISCELLANEOUS HOMEFURNISHINGS STORES, NSK",MISCELLANEOUS HOMEFURNISHINGS,,,,,,,,,,,A,9,IDA OBERLAENDER,,,HUMBOLDTSTR. 100,,,,,,,GERMANY,N†RNBERG,,90459,BAYERN,,,,+00.000000,-000.000000,N,442299,ALL OTHER HOME FURNISHINGS STO,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,326815040,IDA OBERLAENDER,326815040,IDA OBERLAENDER,000000000028633,000000001,00000000,020707,,,000000000,,,, 
389008350,80110000,"OFFICES AND CLINICS OF MEDICAL DOCTORS, N",OFFICES AND CLINICS OF MEDICAL DOCTORS,,,,,,,,,,,A,9,DR. MED. PETRA WEITZEL,,,RATHAUSGASSE 4,,,,,,,GERMANY,STADTALLENDORF,,35260,HESSEN,,,64286003,+50.827453,+009.015989,D,621111,OFFICES OF PHYSICIANS (EXCEPT,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,389008350,DR. MED. PETRA WEITZEL,389008350,DR. MED. PETRA WEITZEL,000000000460370,000000003,00000000,091028,,,000000000,,M,, 
327067505,59450000,"HOBBY, TOY, AND GAME SHOPS, NSK","HOBBY, TOY, AND GAME SHOPS",57199906,POTTERY,,,,,,,,,A,9,PETER DREIER,,,GARTENSTR. 7,,,,,,,GERMANY,WAREN (M†RITZ),,17192,MECKLENBURG-VORPOMMERN,,,3991165391,+53.520624,+012.676634,D,451120,"HOBBY, TOY AND GAME STORES",442299,ALL OTHER HOME FURNISHINGS STO,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,327067505,PETER DREIER,327067505,PETER DREIER,000000000121590,000000001,00000000,101014,,,000000000,,M,, 
341709876,72910000,TAX RETURN PREPARATION SERVICES,TAX RETURN PREPARATION SERVICES,,,,,,,,,,,A,9,HANS-PETER WAERDER,,,KšLNER STR. 92,,,,,,,GERMANY,BURSCHEID,,51399,NORDRHEIN-WESTFALEN,,,,+51.103562,+007.156251,D,541213,TAX PREPARATION SERVICES,,,,,,,,,,,0,0,00,,WAERDER H. DIPL.-FINANZWIRT,,,,,,,,,,,,,,,341709876,HANS-PETER WAERDER,341709876,HANS-PETER WAERDER,000000000302898,000000005,00000000,090508,,,000000000,WAERDER H. DIPL.-FINANZWIRT,M,, 
340513412,86990000,"MEMBERSHIP ORGANIZATIONS, NEC, NSK","MEMBERSHIP ORGANIZATIONS, NEC",,,,,,,,,,,A,9,HAUS- U. GRUNDEIGENT†MER- VEREIN E.V.,,,MARKT 18,,,,,,,GERMANY,G†STROW,,18273,MECKLENBURG-VORPOMMERN,,,3843686152,+00.000000,-000.000000,S,813990,OTHER SIMILAR ORGANIZATIONS (E,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,340513412,HAUS- U. GRUNDEIGENT†MER- VEREIN E.V.,340513412,HAUS- U. GRUNDEIGENT†MER- VEREIN E.V.,000000000195515,000000001,00000000,080426,,,000000000,,,, 
341629969,38420000,"SURGICAL APPLIANCES AND SUPPLIES, NSK",SURGICAL APPLIANCES AND SUPPLIES,56610102,"SHOES, ORTHOPEDIC",,,,,,,,,A,9,BERND KELL,,,KREUZAUER STR. 58,,,,,,,GERMANY,D†REN,,52355,NORDRHEIN-WESTFALEN,,,242153050,+50.771629,+006.491943,D,339113,SURGICAL APPLIANCE AND SUPPLIE,448210,SHOE STORES,,,,,,,,,0,0,00,,SCHUH-ORTHOP€DIE KELL,,,,,,,,,,,,,,,341629969,BERND KELL,341629969,BERND KELL,000000000222915,000000004,00000000,100528,,,000000000,SCHUH-ORTHOP€DIE KELL,M,, 
344437652,51820000,WINE AND DISTILLED BEVERAGES,WINE AND DISTILLED BEVERAGES,,,,,,,,,,,A,9,SABINE NARRA,,,BROMBACHSTR. 23,,,,,,,GERMANY,RHEINFELDEN (BADEN),,79618,BADEN-W†RTTEMBERG,,,,+00.000000,-000.000000,N,424820,WINE AND DISTILLED ALCOHOLIC B,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,344437652,SABINE NARRA,344437652,SABINE NARRA,000000000000000,000000001,00000000,020703,,,000000000,,,, 
326095197,87420000,MANAGEMENT CONSULTING SERVICES,MANAGEMENT CONSULTING SERVICES,,,,,,,,,,,A,9,KARL HEINZ BRAUNBACH,,,BUCHHOLZGARTEN 32,,,,,,,GERMANY,HORNBACH,,66500,RHEINLAND-PFALZ,,,,+00.000000,-000.000000,N,541611,ADMINISTRATIVE MANAGEMENT AND,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,326095197,KARL HEINZ BRAUNBACH,326095197,KARL HEINZ BRAUNBACH,000000000118237,000000002,00000000,020626,,,000000000,,,, 
497738799,81110000,"LEGAL SERVICES, NSK",LEGAL SERVICES,,,,,,,,,,,A,9,HELMUT R. MAIER,,,M†HLWEG 24,,,,,,,GERMANY,FRIEDBERG (HESSEN),,61169,HESSEN,,,60315449,+00.000000,-000.000000,N,541110,OFFICES OF LAWYERS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,497738799,HELMUT R. MAIER,497738799,HELMUT R. MAIER,000000000130193,000000002,00000000,030621,,,000000000,,,, 
340533754,83220000,"INDIVIDUAL AND FAMILY SERVICES, NSK",INDIVIDUAL AND FAMILY SERVICES,,,,,,,,,,,A,9,MANFRED LEIBRECHT,,,KOPERNIKUSSTR. 33,,,,,,,GERMANY,CELLE,,29225,NIEDERSACHSEN,,,514143936,+00.000000,-000.000000,S,624190,OTHER INDIVIDUAL AND FAMILY SE,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,340533754,MANFRED LEIBRECHT,340533754,MANFRED LEIBRECHT,000000000117827,000000004,00000000,080505,,,000000000,,,, 
340109675,58120000,EATING PLACES,EATING PLACES,,,,,,,,,,,A,9,THORSTEN ENGELKE,,,PETERMANNSTR. 51,,,,,,,GERMANY,HANNOVER,,30455,NIEDERSACHSEN,,,511497178,+00.000000,-000.000000,S,722110,FULL-SERVICE RESTAURANTS,,,,,,,,,,,0,0,00,,BSC GASTSTŠTTE,,,,,,,,,,,,,,,340109675,THORSTEN ENGELKE,340109675,THORSTEN ENGELKE,000000000062150,000000002,00000000,080320,,,000000000,BSC GASTSTŠTTE,,, 
340675641,86990000,"MEMBERSHIP ORGANIZATIONS, NEC, NSK","MEMBERSHIP ORGANIZATIONS, NEC",,,,,,,,,,,A,9,FANCLUB FC BAYERN M†NCHEN BAD SCHWALBACH-HEIMBACH,,,IM BODEN 6,,,,,,,GERMANY,WIESBADEN,,65205,HESSEN,,,611712233,+00.000000,-000.000000,S,813990,OTHER SIMILAR ORGANIZATIONS (E,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,340675641,FANCLUB FC BAYERN M†NCHEN BAD SCHWALBACH-HEIMBACH,340675641,FANCLUB FC BAYERN M†NCHEN BAD SCHWALBACH-HEIMBACH,000000000196810,000000002,00000000,080508,,,000000000,,,, 
551481232,65310000,REAL ESTATE AGENTS AND MANAGERS,REAL ESTATE AGENTS AND MANAGERS,,,,,,,,,,,A,9,"COSMOS GRUNDST†CK- UND VERMšGENSVERWALTUNG GESELLSCHAFT MIT BESCHRŠNKTER HAFTUNG, ""HANDELSCENTER D†SSELDORF-RATH""",,,GUTENBERGSTR. 21,,,,,,,GERMANY,MANNHEIM,,68167,BADEN-W†RTTEMBERG,,,62139050,+00.000000,-000.000000,N,531210,OFFICES OF REAL ESTATE AGENTS,,,,,,,,,,,0,0,00,,COSMOS GRUNDST†CK- UND VERMšGE,,,,,,,,,,,,,,,551481232,"COSMOS GRUNDST†CK- UND VERMšGENSVERWALTUNG GESELLSCHAFT MIT BESCHRŠNKTER HAFTUNG, ""HANDELS",551481232,"COSMOS GRUNDST†CK- UND VERMšGENSVERWALTUNG GESELLSCHAFT MIT BESCHRŠNKTER HAFTUNG, ""HANDELS",000000000245882,000000001,00000000,100703,,,000000000,"COSMOS GRUNDST†CK- UND VERMšGENSVERWALTUNG GESELLSCHA MIT BESCHRŠNKTER HAFTUNG, ""HAN",M,, 
324536259,53990000,"MISCELLANEOUS GENERAL MERCHANDISE STORES,",MISCELLANEOUS GENERAL MERCHANDISE STORES,,,,,,,,,,,A,9,MIKLOS KLOBUSICZKY,,,HELMHOLTZSTR. 28,,,,,,,GERMANY,D†SSELDORF,,40215,NORDRHEIN-WESTFALEN,,,,+00.000000,-000.000000,N,452990,ALL OTHER GENERAL MERCHANDISE,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,324536259,MIKLOS KLOBUSICZKY,324536259,MIKLOS KLOBUSICZKY,000000000180676,000000001,00000000,020703,,,000000000,,,, 
313029808,65310000,REAL ESTATE AGENTS AND MANAGERS,REAL ESTATE AGENTS AND MANAGERS,,,,,,,,,,,A,9,"PRIMUS IMMOBILIEN GMBH EURASBURG, LANDKREIS BAD TOELZ-WOLFRATSHAUSEN",,,,,,,,,,GERMANY,,,,,,,,+00.000000,-000.000000,N,531210,OFFICES OF REAL ESTATE AGENTS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,313029808,"PRIMUS IMMOBILIEN GMBH EURASBURG, LANDKREIS BAD TOELZ-WOLFRATSHAUSEN",313029808,"PRIMUS IMMOBILIEN GMBH EURASBURG, LANDKREIS BAD TOELZ-WOLFRATSHAUSEN",000000000243144,000000002,00000000,,,,000000000,,,, 
325429082,34210000,"CUTLERY, NSK",CUTLERY,,,,,,,,,,,A,9,FRIEDRICH KOCH FRIEDRICHSWERK E.K.,,,NEUENHOFER STR. 104,,,,,,,GERMANY,SOLINGEN,,42657,NORDRHEIN-WESTFALEN,,,,+00.000000,-000.000000,N,332211,CUTLERY AND FLATWARE (EXCEPT P,,,,,,,,,,,0,0,00,,FRIEDRICH KOCH FRIEDRICHSWERK,,,,,,,,,,,,,,,325429082,FRIEDRICH KOCH FRIEDRICHSWERK E.K.,325429082,FRIEDRICH KOCH FRIEDRICHSWERK E.K.,000000000164734,000000001,00000000,060921,,,000000000,FRIEDRICH KOCH FRIEDRICHSWERK E. K.,,, 
388445975,81110000,"LEGAL SERVICES, NSK",LEGAL SERVICES,,,,,,,,,,,A,9,AXEL BERNAU,,,HOCHBILDSTR. 16,,,,,,,GERMANY,†BERLINGEN,,88662,BADEN-W†RTTEMBERG,,,75514970,+00.000000,-000.000000,N,541110,OFFICES OF LAWYERS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,388445975,AXEL BERNAU,388445975,AXEL BERNAU,000000000130193,000000002,00000000,030524,,,000000000,,,, 
341313315,57220000,"HOUSEHOLD APPLIANCE STORES, NSK",HOUSEHOLD APPLIANCE STORES,,,,,,,,,,,A,9,MAIK SCHULZ,,,KIRSCHWEG 96,,,,,,,GERMANY,MAGDEBURG,,39118,SACHSEN-ANHALT,,,,+00.000000,-000.000000,S,443111,HOUSEHOLD APPLIANCE STORES,,,,,,,,,,,0,0,00,,KUECHENIDEEN MIT PFIFF,,,,,,,,,,,,,,,341313315,MAIK SCHULZ,341313315,MAIK SCHULZ,000000000224498,000000001,00000000,010305,,,000000000,KUECHENIDEEN MIT PFIFF,,, 
312757310,81110000,"LEGAL SERVICES, NSK",LEGAL SERVICES,,,,,,,,,,,A,9,DR. RICHARD SESEMANN,,,LINDENWEG 43,,,,,,,GERMANY,NEUFAHRN B. FREISING,,85375,BAYERN,,,8165646926,+00.000000,-000.000000,S,541110,OFFICES OF LAWYERS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,312757310,DR. RICHARD SESEMANN,312757310,DR. RICHARD SESEMANN,000000000112648,000000001,00000000,080221,,,000000000,,,, 
340198751,80110000,"OFFICES AND CLINICS OF MEDICAL DOCTORS, N",OFFICES AND CLINICS OF MEDICAL DOCTORS,,,,,,,,,,,A,9,WILMA FISCHER,,,TALWEG 31,,,,,,,GERMANY,OFFENBURG,,77654,BADEN-W†RTTEMBERG,,,7819489456,+00.000000,-000.000000,S,621111,OFFICES OF PHYSICIANS (EXCEPT,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,340198751,WILMA FISCHER,340198751,WILMA FISCHER,000000000122309,000000002,00000000,080328,,,000000000,,,, 
340359568,01910000,"GENERAL FARMS, PRIMARILY CROP","GENERAL FARMS, PRIMARILY CROP",,,,,,,,,,,A,9,FERDINAND LINNHOFF U. ANTONIUS ALTEKšSTER GBR,,,LENDRINGSER STR. 22,,,,,,,GERMANY,M…HNESEE,,59519,NORDRHEIN-WESTFALEN,,,29245142,+00.000000,-000.000000,S,111998,ALL OTHER MISCELLANEOUS CROP F,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,340359568,FERDINAND LINNHOFF U. ANTONIUS ALTEKšSTER GBR,340359568,FERDINAND LINNHOFF U. ANTONIUS ALTEKšSTER GBR,000000000155376,000000002,00000000,080421,,,000000000,,,, 
341467804,73790000,"COMPUTER RELATED SERVICES, NEC, NSK","COMPUTER RELATED SERVICES, NEC",,,,,,,,,,,A,9,SYS-COLOGNE IT-SERVICES E.K.,,,LEOPOLD-FRETER-STR. 21,,,,,,,GERMANY,H†RTH,,50354,NORDRHEIN-WESTFALEN,,,2233628818,+50.899310,+006.898832,D,541512,COMPUTER SYSTEMS DESIGN SERVIC,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,341467804,SYS-COLOGNE IT-SERVICES E.K.,341467804,SYS-COLOGNE IT-SERVICES E.K.,000000000135100,000000002,00000000,100423,,,000000000,,M,, 
